,actors,country,director,req_imdbid,year
1954,"Kate Winslet, Saïd Taghmaoui, Bella Riza, Carrie Mullan","UK, France",Gillies MacKinnon,tt0136244,1998
1955,"Roberto Benigni, Michel Blanc, Nicoletta Braschi, Dominique Lavanant","Italy, France",Roberto Benigni,tt0110570,1994
1956,"Eduardo Noriega, Penélope Cruz, Chete Lera, Fele Martínez","Spain, France, Italy",Alejandro Amenábar,tt0125659,1997
1957,"Matthew Lillard, Michael A. Goorjian, Annabeth Gish, Jennifer Lien",USA,James Merendino,tt0133189,1998
1958,"David Spade, Ever Carradine, Stephanie Chang, Neal MacMillan",USA,Jeff Pollack,tt0120836,1999
1959,"John Cusack, Billy Bob Thornton, Cate Blanchett, Angelina Jolie","USA, Germany",Mike Newell,tt0120797,1999
1960,"Matthew Broderick, Reese Witherspoon, Chris Klein, Jessica Campbell",USA,Alexander Payne,tt0126886,1999
1961,"Jennifer Jason Leigh, Jude Law, Ian Holm, Willem Dafoe","UK, France, Canada",David Cronenberg,tt0120907,1999
1962,"Sean Connery, Catherine Zeta-Jones, Ving Rhames, Will Patton","USA, UK, Germany",Jon Amiel,tt0137494,1999
1963,"Devon Sawa, Seth Green, Elden Henson, Jessica Alba",USA,Rodman Flender,tt0138510,1999
1964,"Ben Silverstone, Brad Gorton, Charlotte Brittain, Stacy Hart",UK,Simon Shore,tt0162973,1998
1965,"Li Chen, Zhaoji Jia, Zhigang Zhang, Zhigang Zhao","China, Hong Kong",Tian-Ming Wu,tt0115669,1996
1966,"Matthew Pidgeon, Rebecca Pidgeon, Gemma Jones, Nigel Hawthorne","UK, USA",David Mamet,tt0155388,1999
1967,"Joan Crawford, Jack Carson, Zachary Scott, Eve Arden",USA,Michael Curtiz,tt0037913,1945
1968,"Robert Beltran, Catherine Mary Stewart, Kelli Maroney, Sharon Farrell",USA,Thom Eberhardt,tt0087799,1984
1969,"Kelli Maroney, Tony O'Dell, Russell Todd, Karrie Emerson",USA,Jim Wynorski,tt0090837,1986
1970,"John Stockwell, Danielle von Zerneck, Fisher Stevens, Raphael Sbarge",USA,Jonathan R. Betuel,tt0089652,1985
1971,"Warren Beatty, Charlie Korsmo, Michael Donovan O'Donnell, Jim Wilkey",USA,Warren Beatty,tt0099422,1990
1972,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo",USA,Stephen Sommers,tt0120616,1999
1973,"Michael Caton, Anne Tenney, Stephen Curry, Anthony Simcoe",Australia,Rob Sitch,tt0118826,1997
1974,"James Caan, Jacob Tierney, Colm Meaney, Moira Deady","Ireland, Canada",Paul Quinn,tt0120865,1998
1975,"Kevin Kline, Michelle Pfeiffer, Rupert Everett, Stanley Tucci","UK, Italy, USA",Michael Hoffman,tt0140379,1999
1976,"Deon Richmond, Donald Faison, Guy Torry, Maia Campbell",USA,David Raynr,tt0160298,1999
1977,"Arata Iura, Erika Oda, Susumu Terajima, Takashi Naitô",Japan,Hirokazu Koreeda,tt0165078,1998
1978,"Jet Li, Ching Wan Lau, Karen Mok, Françoise Yip",Hong Kong,Daniel Lee,tt0115693,1996
1979,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd",USA,George Lucas,tt0120915,1999
1980,"Kate Capshaw, Blythe Danner, Ellen DeGeneres, Julianne Nicholson",USA,Peter Ho-Sun Chan,tt0166252,1999
1981,"Thandie Newton, David Thewlis, Claudio Santamaria, John C. Ojwang","Italy, UK",Bernardo Bertolucci,tt0149723,1998
1982,"Zbigniew Cybulski, Iga Cembrzynska, Elzbieta Czyzewska, Gustaw Holoubek",Poland,Wojciech Has,tt0059643,1965
1983,"Boris Karloff, Zita Johann, David Manners, Arthur Byron",USA,Karl Freund,tt0023245,1932
1984,"Peter Cushing, Christopher Lee, Yvonne Furneaux, Eddie Byrne",UK,Terence Fisher,tt0053085,1959
1985,"Faye Dunaway, Diana Scarwid, Steve Forrest, Howard Da Silva",USA,Frank Perry,tt0082766,1981
1986,"Marlon Brando, Gene Hackman, Christopher Reeve, Ned Beatty","USA, UK, Canada, Switzerland",Richard Donner,tt0078346,1978
1987,"Gene Hackman, Christopher Reeve, Ned Beatty, Jackie Cooper","USA, UK, Canada","Richard Lester, Richard Donner",tt0081573,1980
1988,"Christopher Reeve, Richard Pryor, Jackie Cooper, Marc McClure","UK, USA",Richard Lester,tt0086393,1983
1989,"Christopher Reeve, Gene Hackman, Jackie Cooper, Marc McClure","UK, USA",Sidney J. Furie,tt0094074,1987
1990,"Bela Lugosi, Helen Chandler, David Manners, Dwight Frye",USA,"Tod Browning, Karl Freund",tt0021814,1931
1991,"Colin Clive, Mae Clarke, John Boles, Boris Karloff",USA,James Whale,tt0021884,1931
1992,"Ilona Massey, Patric Knowles, Lionel Atwill, Bela Lugosi",USA,Roy William Neill,tt0035899,1943
1993,"Peter Cushing, Hazel Court, Robert Urquhart, Christopher Lee",UK,Terence Fisher,tt0050280,1957
1994,"Lon Chaney Jr., Claude Rains, Warren William, Ralph Bellamy",USA,George Waggner,tt0034398,1941
1995,"Christopher Lee, Annie McEnroe, Reb Brown, Marsha A. Hunt","UK, USA",Philippe Mora,tt0089308,1985
1996,"John Agar, Mara Corday, Leo G. Carroll, Nestor Paiva",USA,Jack Arnold,tt0048696,1955
1997,"Tim Curry, Susan Sarandon, Barry Bostwick, Richard O'Brien","UK, USA",Jim Sharman,tt0073629,1975
1998,"Dan Aykroyd, John Candy, Cheech Marin, Tommy Chong",USA,"Malcolm Leo, Andrew Solt",tt0084156,1982
1999,"Margaret Sheridan, Kenneth Tobey, Robert Cornthwaite, Douglas Spencer",USA,"Christian Nyby, Howard Hawks",tt0044121,1951
2000,"Richard Carlson, Barbara Rush, Charles Drake, Joe Sawyer",USA,Jack Arnold,tt0045920,1953
2001,"Gene Barry, Ann Robinson, Les Tremayne, Robert Cornthwaite",USA,Byron Haskin,tt0046534,1953
2002,"Kevin McCarthy, Dana Wynter, Larry Gates, King Donovan",USA,Don Siegel,tt0049366,1956
2003,"Hugh Marlowe, Joan Taylor, Donald Curtis, Morris Ankrum",USA,Fred F. Sears,tt0049169,1956
2004,"Louis Jourdan, Adrienne Barbeau, Ray Wise, David Hess",USA,Wes Craven,tt0084745,1982
2005,"Gregory Peck, Harry Guardino, Rip Torn, George Peppard",USA,Lewis Milestone,tt0053183,1959
2006,"Clark Gable, Burt Lancaster, Jack Warden, Brad Dexter",USA,Robert Wise,tt0052151,1958
2007,"Julia Roberts, Hugh Grant, Richard McCabe, Rhys Ifans","UK, USA",Roger Michell,tt0125439,1999
2008,"Craig Bierko, Armin Mueller-Stahl, Gretchen Mol, Vincent D'Onofrio","USA, Germany",Josef Rusnak,tt0139809,1999
2009,"Julian Sands, Saffron Burrows, Stefano Dionisi, Kelly Macdonald","USA, UK",Mike Figgis,tt0126859,1999
2010,"Anthony Hopkins, Cuba Gooding Jr., Donald Sutherland, Maura Tierney",USA,Jon Turteltaub,tt0128278,1999
2011,"Octavio Calderon, Joachim Cooder, Ry Cooder, Angel Terry Domech","Germany, USA, UK, France, Cuba",Wim Wenders,tt0186508,1999
2012,"Eric McCormack, Carl Bressler, Ethan Glazer, Phyllis Franklin",USA,Robert Meyer Burnett,tt0141105,1998
2013,"Michael Laskin, Leo Burmester, Hermínio Ramos, Dawn McInturff",USA,John Sayles,tt0164085,1999
2014,"Mike Myers, Heather Graham, Michael York, Robert Wagner",USA,Jay Roach,tt0145660,1999
2015,"Carlo Cecchi, Irene Grazioli, Anita Laurenzi, Tommaso Puntelli","Canada, Italy, USA, UK, Austria",François Girard,tt0120802,1998
2016,"Brian Blessed, Glenn Close, Minnie Driver, Tony Goldwyn",USA,"Chris Buck, Kevin Lima",tt0120855,1999
2017,"John Travolta, Madeleine Stowe, James Cromwell, Timothy Hutton","USA, Germany",Simon West,tt0144214,1999
2018,"Peter Vaughan, Rupert Everett, Minnie Driver, Cate Blanchett","UK, France, USA",Oliver Parker,tt0122541,1999
2019,"Tim Roth, Pruitt Taylor Vince, Mélanie Thierry, Bill Nunn",Italy,Giuseppe Tornatore,tt0120731,1998
2020,"Franka Potente, Moritz Bleibtreu, Herbert Knaup, Nina Petri",Germany,Tom Tykwer,tt0130827,1998
2021,"Denise Crosby, Barbara Adams, Denis Bourguignon, David Greenstein",USA,Roger Nygard,tt0120370,1997
2022,"Adam Sandler, Joey Lauren Adams, Jon Stewart, Cole Sprouse",USA,Dennis Dugan,tt0142342,1999
2023,"David Wenham, Toni Collette, Lynette Curran, John Polson",Australia,Rowan Woods,tt0139898,1998
2024,"Thierry Lhermitte, Jacques Villeret, Francis Huster, Daniel Prévost",France,Francis Veber,tt0119038,1998
2025,"Om Puri, Rachel Griffiths, Akbar Kurtha, Stellan Skarsgård","UK, France",Udayan Prasad,tt0119743,1997
2026,"Peter Phelps, Carolyn Bock, William Zappa, Bradley Byquar",Australia,John Tatoulis,tt0120554,1996
2027,"Jeff Daniels, Harley Jane Kozak, John Goodman, Julian Sands",USA,Frank Marshall,tt0099052,1990
2028,"Trey Parker, Matt Stone, Mary Kay Bergman, Isaac Hayes",USA,Trey Parker,tt0158983,1999
2029,"Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek",USA,Barry Sonnenfeld,tt0120891,1999
2030,"John Leguizamo, Adrien Brody, Mira Sorvino, Jennifer Esposito",USA,Spike Lee,tt0162677,1999
2031,"Jason Biggs, Jennifer Coolidge, Shannon Elizabeth, Alyson Hannigan",USA,"Paul Weitz, Chris Weitz",tt0163651,1999
2032,"Jeff Bridges, Tim Robbins, Joan Cusack, Hope Davis",USA,Mark Pellington,tt0137363,1999
2033,"Marie Rivière, Béatrice Romand, Alain Libolt, Didier Sandre",France,Éric Rohmer,tt0137439,1998
2034,"Dave Goelz, Steve Whitmire, Bill Barretta, Jerry Nelson",USA,Tim Hill,tt0158811,1999
2035,"Heather Donahue, Joshua Leonard, Michael C. Williams, Bob Griffin",USA,"Daniel Myrick, Eduardo Sánchez",tt0185937,1999
2036,"Tom Cruise, Nicole Kidman, Madison Eginton, Jackie Sawiris","UK, USA",Stanley Kubrick,tt0120663,1999
2037,"Bill Pullman, Bridget Fonda, Oliver Platt, Brendan Gleeson",USA,Steve Miner,tt0139414,1999
2038,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis",USA,Ivan Reitman,tt0087332,1984
2039,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis",USA,Ivan Reitman,tt0097428,1989
2040,"Kirsten Dunst, Ellen Barkin, Allison Janney, Denise Richards","Germany, USA",Michael Patrick Jann,tt0157503,1999
2041,"Liam Neeson, Catherine Zeta-Jones, Owen Wilson, Lili Taylor",USA,Jan de Bont,tt0171363,1999
2042,"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg",USA,David Kellogg,tt0141369,1999
2043,"Thomas Jane, Saffron Burrows, Samuel L. Jackson, Jacqueline McKenzie","USA, Mexico",Renny Harlin,tt0149261,1999
2044,"Hank Azaria, Janeane Garofalo, William H. Macy, Kel Mitchell",USA,Kinka Usher,tt0132347,1999
2045,"Julia Roberts, Richard Gere, Joan Cusack, Hector Elizondo",USA,Garry Marshall,tt0163187,1999
2046,"Mark Polish, Michael Polish, Michele Hicks, Jon Gries",USA,Michael Polish,tt0162830,1999
2047,"Sterling Hayden, Coleen Gray, Vince Edwards, Jay C. Flippen",USA,Stanley Kubrick,tt0049406,1956
2048,"Frank Silvera, Jamie Smith, Irene Kane, Jerry Jarrett",USA,Stanley Kubrick,tt0048254,1955
2049,"Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton",USA,Stanley Kubrick,tt0054331,1960
2050,"James Mason, Shelley Winters, Sue Lyon, Gary Cockrell","UK, USA",Stanley Kubrick,tt0056193,1962
2051,"Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger","UK, USA",Stanley Kubrick,tt0072684,1975
2052,"Jean-Pierre Léaud, Claire Maurier, Albert Rémy, Guy Decomble",France,François Truffaut,tt0053198,1959
2053,"Jeanne Moreau, Oskar Werner, Henri Serre, Vanna Urbino",France,François Truffaut,tt0055032,1962
2054,"Ramon Bieri, Michael Lerner, Hercules Vilchez, Jerry Vichi",USA,Ken Kwapis,tt0096378,1988
2055,"Harrison Ford, Helen Mirren, River Phoenix, Jadrien Steele",USA,Peter Weir,tt0091557,1986
2056,"J.L. Reate, Eddie Murphy, Charles Dance, Charlotte Lewis",USA,Michael Ritchie,tt0091129,1986
2057,"Jonathan Silverman, Blythe Danner, Stacey Glick, Lisa Waltz",USA,Gene Saks,tt0090774,1986
2058,"Charles Bronson, Jill Ireland, Stephen Elliott, Jan Gan Boyd",USA,Peter R. Hunt,tt0092585,1987
2059,"Diane Keaton, Jessica Lange, Sissy Spacek, Sam Shepard",USA,Bruce Beresford,tt0090886,1986
2060,"Danny Glover, Whoopi Goldberg, Margaret Avery, Oprah Winfrey",USA,Steven Spielberg,tt0088939,1985
2061,"David Allen Brooks, Rod Steiger, Amanda Pays, Talia Balsam",USA,"Stephen Carpenter, Jeffrey Obrow",tt0091343,1987
2062,"Richard Gere, Kim Basinger, Jeroen Krabbé, George Dzundza",USA,Richard Pearce,tt0091637,1986
2063,"Gérard Depardieu, Michel Blanc, Miou-Miou, Michel Creton",France,Bertrand Blier,tt0092068,1986
2064,"Victor Love, Matt Dillon, Elizabeth McGovern, Geraldine Page",USA,Jerrold Freedman,tt0091613,1986
2065,"Plácido Domingo, Katia Ricciarelli, Justino Díaz, Petra Malakova","Netherlands, Italy, USA",Franco Zeffirelli,tt0091699,1986
2066,"Robert De Niro, Jeremy Irons, Ray McAnally, Aidan Quinn","UK, France",Roland Joffé,tt0091530,1986
2067,"Levi Stubbs, Rick Moranis, Ellen Greene, Vincent Gardenia",USA,Frank Oz,tt0091419,1986
2068,"Jonathan Haze, Jackie Joseph, Mel Welles, Dick Miller",USA,"Roger Corman, Charles B. Griffith, Mel Welles",tt0054033,1960
2069,"Richard Chamberlain, Sharon Stone, James Earl Jones, Henry Silva","USA, Israel",Gary Nelson,tt0092534,1986
2070,"Jane Fonda, Jeff Bridges, Raul Julia, Diane Salinger",USA,Sidney Lumet,tt0091554,1986
2071,"Mike Starr, Paul Herman, Don Pardo, Martin Rosenblatt",USA,Woody Allen,tt0093818,1987
2072,"Judd Nelson, Elizabeth Perkins, John Hurt, Darren McGavin",USA,Bob Clark,tt0093051,1987
2073,"Shelley Long, Bette Midler, Peter Coyote, Robert Prosky",USA,Arthur Hiller,tt0093690,1987
2074,"Scott Valentine, Nicole Picard, Matt Mitler, Cathryn de Prume",USA,Jeffrey Delman,tt0092850,1986
2075,"Jessica Lange, Sam Shepard, Kim Stanley, Bart Burns",USA,Graeme Clifford,tt0083967,1982
2076,"Kirsten Dunst, Michelle Williams, Dan Hedaya, Will Ferrell","France, Canada, USA",Andrew Fleming,tt0144168,1999
2077,"Jennifer Aniston, Harry Connick Jr., Vin Diesel, James Gammon",USA,Brad Bird,tt0129167,1999
2078,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams",USA,M. Night Shyamalan,tt0167404,1999
2079,"Pierce Brosnan, Rene Russo, Denis Leary, Ben Gazzara",USA,John McTiernan,tt0155267,1999
2080,"Steve McQueen, Faye Dunaway, Paul Burke, Jack Weston",USA,Norman Jewison,tt0063688,1968
2081,"Stephen McCole, Maurice Roëves, Garry Sweeney, Jenny McCrindle",UK,Paul McGuigan,tt0122515,1998
2082,"Adrian Grenier, Clark Gregg, Aleksa Palladino, Margaret Colin",USA,Tod Williams,tt0168449,1998
2083,"Mark Wahlberg, Joaquin Phoenix, Charlize Theron, James Caan",USA,James Gray,tt0138946,2000
2084,"Steve Martin, Eddie Murphy, Heather Graham, Christine Baranski",USA,Frank Oz,tt0131325,1999
2085,"Claire Danes, Kate Beckinsale, Bill Pullman, Jacqueline Kim",USA,Jonathan Kaplan,tt0120620,1999
2086,"Giuseppe Andrews, James DeBello, Edward Furlong, Sam Huntington",USA,Adam Rifkin,tt0165710,1999
2087,"Wendy Crewson, Karyn Dwyer, Christina Cox, Ann-Marie MacDonald",Canada,Anne Wheeler,tt0168987,1999
2088,"Alex Dimitriades, Elena Mandalis, Damien Fotiou, Alex Papps",Australia,Ana Kokkinos,tt0138487,1998
2089,"Warren Beatty, Julie Christie, James Mason, Jack Warden",USA,"Warren Beatty, Buck Henry",tt0077663,1978
2090,"Vincent Price, John Kerr, Barbara Steele, Luana Anders",USA,Roger Corman,tt0055304,1961
2091,"Vincent Price, Hazel Court, Jane Asher, David Weston","USA, UK",Roger Corman,tt0058333,1964
2092,"Gene Wilder, Gilda Radner, Dom DeLuise, Jonathan Pryce",USA,Gene Wilder,tt0091178,1986
2093,"Drew Barrymore, James Woods, Alan King, Kenneth McMillan","USA, Netherlands",Lewis Teague,tt0088889,1985
2094,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle",UK,Ian MacNaughton,tt0066765,1971
2095,"William Holden, Lee Grant, Jonathan Scott-Taylor, Robert Foxworth",USA,"Don Taylor, Mike Hodges",tt0077394,1978
2096,"Sam Neill, Rossano Brazzi, Don Gordon, Lisa Harrow","UK, USA",Graham Baker,tt0082377,1981
2097,"Kareem Abdul-Jabbar, Lloyd Bridges, Peter Graves, Julie Hagerty",USA,"Jim Abrahams, David Zucker, Jerry Zucker",tt0080339,1980
2098,"Lloyd Bridges, Raymond Burr, Chuck Connors, Rip Torn",USA,Ken Finkleman,tt0083530,1982
2099,"Tom Everett Scott, Julie Delpy, Vince Vieluf, Phil Buckman","UK, Netherlands, Luxembourg, USA, France, Germany",Anthony Waller,tt0118604,1997
2100,"Chevy Chase, Beverly D'Angelo, Dana Hill, Jason Lively",USA,Amy Heckerling,tt0089670,1985
2101,"Chevy Chase, Beverly D'Angelo, Imogene Coca, Randy Quaid",USA,Harold Ramis,tt0085995,1983
2102,"Chevy Chase, Madolyn Smith Osborne, Kevin O'Morrison, Joseph Maher",USA,George Roy Hill,tt0095188,1988
2103,"Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard",USA,Penny Marshall,tt0094737,1988
2104,"John Ritter, Jack Warden, Michael Oliver, Gilbert Gottfried",USA,Dennis Dugan,tt0100419,1990
2105,"John Ritter, Michael Oliver, Jack Warden, Laraine Newman",USA,Brian Levant,tt0102719,1991
2106,"Gabriel Damon, Mickey Rooney, Rene Auberjonois, Danny Mann","Japan, USA","Masami Hata, William T. Hurtz",tt0104740,1989
2107,"Ralph Fiennes, Cate Blanchett, Ciarán Hinds, Tom Wilkinson","USA, Australia, UK",Gillian Armstrong,tt0119843,1997
2108,"Mel Gibson, Michelle Pfeiffer, Kurt Russell, Raul Julia",USA,Robert Towne,tt0096244,1988
2109,"Julia Roberts, Denzel Washington, Sam Shepard, John Heard",USA,Alan J. Pakula,tt0107798,1993
2110,"Melinda Dillon, Darren McGavin, Scott Schwartz, Jean Shepherd","USA, Canada",Bob Clark,tt0085334,1983
2111,"Hugh Grant, James Caan, Jeanne Tripplehorn, Burt Young","UK, USA",Kelly Makin,tt0130121,1999
2112,"Helen Mirren, Katie Holmes, Jeffrey Tambor, Barry Watson",USA,Kevin Williamson,tt0133046,1999
2113,"Jean-Claude Van Damme, Michael Jai White, Heidi Schanz, Xander Berkeley",USA,Mic Rodgers,tt0176269,1999
2114,"Jean-Claude Van Damme, Dolph Lundgren, Ally Walker, Ed O'Ross",USA,Roland Emmerich,tt0105698,1992
2115,"Junko Iwao, Rica Matsumoto, Shinpachi Tsuji, Masaaki Ôkura",Japan,Satoshi Kon,tt0156887,1997
2116,"Omar Epps, LL Cool J, Nia Long, Stanley Tucci",USA,Michael Rymer,tt0160401,1999
2117,"Johnny Depp, Dennis Hopper, John Turturro, Allen Ginsberg",USA,Chuck Workman,tt0181833,1999
2118,"Louis Gossett Jr., Jason Gedrick, David Suchet, Larry B. Scott","USA, Israel, Canada",Sidney J. Furie,tt0091278,1986
2119,"Louis Gossett Jr., Mark Humphrey, Stuart Margolin, Alan Scarfe","Canada, Israel",Sidney J. Furie,tt0095382,1988
2120,"Louis Gossett Jr., Rachel McLish, Paul Freeman, Horst Buchholz","UK, USA",John Glen,tt0103617,1992
2121,"Louis Gossett Jr., Jason Cadieux, Joanne Vannicola, Max Piersig",Canada,Sidney J. Furie,tt0113438,1995
2122,"Robert Redford, Faye Dunaway, Cliff Robertson, Max von Sydow",USA,Sydney Pollack,tt0073802,1975
2123,"Richard Burton, Hume Cronyn, Alfred Drake, Eileen Herlie",USA,"Bill Colleran, John Gielgud",tt0058175,1964
2124,"Sean Connery, Lorraine Bracco, José Wilker, Rodolfo De Alexandre",USA,John McTiernan,tt0104839,1992
2125,"Sam Doumit, Martin Goldman, Harry Keitt, Randy Little",USA,"Nanette Burstein, Brett Morgen",tt0181733,1999
2126,"Antonio Banderas, Diane Venora, Dennis Storhøi, Vladimir Kulich",USA,"John McTiernan, Michael Crichton",tt0120657,1999
2127,"Johnny Depp, Charlize Theron, Joe Morton, Clea DuVall",USA,Rand Ravich,tt0138304,1999
2128,"Brendan Fraser, Sarah Jessica Parker, Alfred Molina, Eric Idle",USA,Hugh Wilson,tt0160236,1999
2129,"Albert Brooks, Sharon Stone, Andie MacDowell, Jeff Bridges",USA,Albert Brooks,tt0164108,1999
2130,"Cuba Gooding Jr., Skeet Ulrich, Peter Firth, David Paymer",USA,Hugh Johnson,tt0163579,1999
2131,"Shawn Hatosy, Tommy Bone, Samantha Lavigne, Jonathan Brandis",USA,Michael Corrente,tt0125971,1999
2132,"Kevin McKidd, Julie Graham, Simon Callow, Con O'Neill",UK,Rose Troche,tt0126810,1998
2133,"Rami Doueiri, Naamar Sahli, Mohamad Chamas, Rola Al Amin","France, Norway, Lebanon, Belgium",Ziad Doueiri,tt0157183,1998
2134,"Patricia Arquette, Gabriel Byrne, Jonathan Pryce, Nia Long",USA,Rupert Wainwright,tt0145531,1999
2135,"Zachary David Cope, Kevin Bacon, Kathryn Erbe, Illeana Douglas",USA,David Koepp,tt0164181,1999
2136,"Bajram Severdzan, Srdjan 'Zika' Todorovic, Branka Katic, Florijan Ajdini","Federal Republic of Yugoslavia, France, Germany, Austria, Greece",Emir Kusturica,tt0118843,1998
2137,"Owen Wilson, Sheryl Crow, Dwight Yoakam, Dennis Haysbert",USA,Hampton Fancher,tt0151582,1999
2138,"Chatran, Kyôko Koizumi, Pû, Shigeru Tsuyuki",Japan,Masanori Hata,tt0097050,1986
2139,"Cary Grant, Jean Arthur, Richard Barthelmess, Rita Hayworth",USA,Howard Hawks,tt0031762,1939
2140,"Micheál MacLiammóir, Robert Coote, Orson Welles, Suzanne Cloutier","Italy, USA",Orson Welles,tt0045251,1951
2141,N/A,N/A,N/A,tt0081454,1980
2142,"Howard E. Rollins Jr., Adolph Caesar, Art Evans, David Alan Grier",USA,Norman Jewison,tt0088146,1984
2143,"Joan Crawford, John Ireland, Leif Erickson, Sara Lane",USA,William Castle,tt0059297,1965
2144,"The Beatles, Paul Angelis, John Clive, Dick Emery","UK, USA",George Dunning,tt0063823,1968
2145,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley",USA,Sam Mendes,tt0169547,1999
2146,"Bernie Worrell, Alex Weir, Steven Scales, Lynn Mabry",USA,Jonathan Demme,tt0088178,1984
2147,"Martin Lawrence, Luke Wilson, Peter Greene, Dave Chappelle","USA, Germany",Les Mayfield,tt0181316,1999
2148,"Kevin Costner, Kelly Preston, John C. Reilly, Jena Malone",USA,Sam Raimi,tt0126916,1999
2149,"Malcolm McDowell, Teresa Ann Savoy, Guido Mannari, John Gielgud",Italy,Tinto Brass,tt0080491,1979
2150,"The Beatles, John Lennon, Paul McCartney, George Harrison",UK,Richard Lester,tt0058182,1964
2151,"Jade Gordon, John Taylor, Michael Des Barres, Martin Kemp","UK, USA","Allison Anders, Kurt Voss",tt0173390,1999
2152,"Gary Busey, Don Stroud, Charles Martin Smith, Conrad Janis",USA,Steve Rash,tt0077280,1978
2153,"Chris Sarandon, William Ragsdale, Amanda Bearse, Roddy McDowall",USA,Tom Holland,tt0089175,1985
2154,"Roddy McDowall, William Ragsdale, Traci Lind, Julie Carmen",USA,Tommy Lee Wallace,tt0097390,1988
